measure_id,filter_id,start_year,end_year,location_id,numerator,denominator,value,missing,missing_percentage,status,count,sum,sum_squares,minimum,maximum,standard_deviation,average
25,1,2009,2015,MO,6982.0,17960.0,38.8753,0,0.0,OK,,,,,,,
25,1,2009,2015,MO001,17.0,58.0,29.3103,0,0.0,OK,,,,,,,
25,1,2009,2015,MO003,31.0,53.0,58.4906,0,0.0,OK,,,,,,,
25,1,2009,2015,MO005,5.0,15.0,33.3333,0,0.0,INSUFFICIENT_DATA_UNFILT,,,,,,,
25,1,2009,2015,MO007,25.0,126.0,19.8413,0,0.0,OK,,,,,,,
25,1,2009,2015,MO009,71.0,152.0,46.7105,0,0.0,OK,,,,,,,
25,1,2009,2015,MO011,9.0,44.0,20.4545,0,0.0,OK,,,,,,,
25,1,2009,2015,MO013,23.0,85.0,27.0588,0,0.0,OK,,,,,,,
25,1,2009,2015,MO015,23.0,57.0,40.3509,0,0.0,OK,,,,,,,
25,1,2009,2015,MO017,10.0,27.0,37.037,0,0.0,INSUFFICIENT_DATA_UNFILT,,,,,,,
25,1,2009,2015,MO019,140.0,357.0,39.2157,0,0.0,OK,,,,,,,
25,1,2009,2015,MO021,218.0,398.0,54.7739,0,0.0,OK,,,,,,,
25,1,2009,2015,MO023,80.0,175.0,45.7143,0,0.0,OK,,,,,,,
25,1,2009,2015,MO025,35.0,53.0,66.0377,0,0.0,OK,,,,,,,
25,1,2009,2015,MO027,48.0,127.0,37.7953,0,0.0,OK,,,,,,,
25,1,2009,2015,MO029,59.0,141.0,41.844,0,0.0,OK,,,,,,,
25,1,2009,2015,MO031,63.0,185.0,34.0541,0,0.0,OK,,,,,,,
25,1,2009,2015,MO033,10.0,26.0,38.4615,0,0.0,INSUFFICIENT_DATA_UNFILT,,,,,,,
25,1,2009,2015,MO035,4.0,7.0,57.1429,0,0.0,INSUFFICIENT_DATA_UNFILT,,,,,,,
25,1,2009,2015,MO037,116.0,243.0,47.7366,0,0.0,OK,,,,,,,
25,1,2009,2015,MO039,21.0,52.0,40.3846,0,0.0,OK,,,,,,,
25,1,2009,2015,MO041,7.0,18.0,38.8889,0,0.0,INSUFFICIENT_DATA_UNFILT,,,,,,,
25,1,2009,2015,MO043,63.0,182.0,34.6154,0,0.0,OK,,,,,,,
25,1,2009,2015,MO045,13.0,33.0,39.3939,0,0.0,OK,,,,,,,
25,1,2009,2015,MO047,215.0,466.0,46.1373,0,0.0,OK,,,,,,,
25,1,2009,2015,MO049,30.0,56.0,53.5714,0,0.0,OK,,,,,,,
25,1,2009,2015,MO051,82.0,206.0,39.8058,0,0.0,OK,,,,,,,
25,1,2009,2015,MO053,38.0,93.0,40.8602,0,0.0,OK,,,,,,,
