id,type,name
CT,state,Connecticut
CT001,county,Fairfield
CT003,county,Hartford
CT005,county,Litchfield
CT007,county,Middlesex
CT009,county,New Haven
CT011,county,New London
CT013,county,Tolland
CT015,county,Windham
